"","Country","Region","Election / Renewal","Year","Month","Chamber Type","Chamber Total Seats","Total women","% Of Women in Chamber","NOTES"
"1795","Kazakhstan","EUR","Yes",1994,NA,"Single","177","21","0.11864406779661017","Elections were  cancelled and the Supreme Soviet dissolved in March 1995. In August 1995 the introduction of a bicameral legislature approved by popular referendum"
"1796","Kazakhstan","EUR","Yes",1995,NA,"Lower","67","9","0.13432835820895522","In February 1996 the remaining 13 seats filed."
"1797","Kazakhstan","EUR","Yes",1995,NA,"Upper","40","4","0.1",NA
"1798","Kazakhstan","EUR","Yes",1999,NA,"Lower","77","9","0.11688311688311688",NA
"1799","Kazakhstan","EUR","Yes",1999,"december","Lower","74","8","0.10810810810810811",NA
"1800","Kazakhstan","EUR","Yes",1999,NA,"Upper","39","5","0.12820512820512819","32 members were indirectly elected, 7 members were appointed by the President of the Republic"
"1801","Kazakhstan","EUR","Yes",2002,NA,"Upper","39","3","7.6923076923076927E-2","32 members were indirectly elected, 7 members were appointed by the President of the Republic; Polling was held for one-half of the indirectly elected Senators"
"1802","Kazakhstan","EUR","Yes",2004,NA,"Lower","77","8","0.1038961038961039",NA
"1803","Kazakhstan","EUR","Yes",2005,NA,"Upper","39","2","5.128205128205128E-2","32 members were indirectly elected, 7 members were appointed by the President of the Republic"
"1804","Kazakhstan","EUR","Yes",2007,NA,"Lower","107","17","0.15887850467289719",NA
"1805","Kazakhstan","EUR","Yes",2008,"October - May","Upper","32","1","3.125E-2",NA
"1806","Kazakhstan","EUR","Yes",2008,"October- November","Upper","47","2","4.2553191489361701E-2",NA
"1807","Kazakhstan","EUR","Yes",2011,"August","Upper","47","2","4.2553191489361701E-2",NA
"1808","Kazakhstan","EUR","Yes",2012,NA,"Lower","107","26","0.24299065420560748",NA
"1809","Kazakhstan","EUR","Yes",2014,NA,"Upper","47","3","6.3829787234042548E-2",NA
"1810","Kazakhstan","EUR","Yes",2016,NA,"Lower","107","28","0.26168224299065418",NA
"1811","Kazakhstan","EUR","Yes",2016,"march","Lower","107","29","0.27102803738317754",NA
"1812","Kazakhstan","ASIA","Yes",2017,"June","Upper","47","5","0.10638297872340426",NA
"1813","Kenya","SUB-SAHARAN","Yes",1963,NA,"Single","170","0","0","The Assembly elected in May 1963 became the first legislature of Kenya after the country became independent on 12 December 1963; by-elections were held in March 1964 and in June 1966; but did not lead to the election of a woman to Parliament. The total number includes the Speaker and the Attorney-General as ex officio members elected and appointed respectively by the Parliament and the Head of State."
"1814","Kenya","SUB-SAHARAN","Yes",1969,NA,"Single","172","2","1.1627906976744186E-2","The total number includes the Speaker and the Attorney-General as ex officio members elected and appointed respectively by the Parliament and the Head of State."
"1815","Kenya","SUB-SAHARAN","Yes",1974,NA,"Single","172","6","3.4883720930232558E-2","The total number includes the Speaker and the Attorney-General as ex officio members elected and appointed respectively by the Parliament and the Head of State."
"1816","Kenya","SUB-SAHARAN","Yes",1979,NA,"Single","172","5","2.9069767441860465E-2","The total number includes the Speaker and the Attorney-General as ex officio members elected and appointed respectively by the Parliament and the Head of State."
"1817","Kenya","SUB-SAHARAN","Yes",1983,NA,"Single","172","3","1.7441860465116279E-2","The total number includes the Speaker and the Attorney-General as ex officio members elected and appointed respectively by the Parliament and the Head of State."
"1818","Kenya","SUB-SAHARAN","Yes",1988,NA,"Single","188","2","1.0638297872340425E-2","The total number includes the Speaker and the Attorney-General as ex officio members elected and appointed respectively by the Parliament and the Head of State."
"1819","Kenya","SUB-SAHARAN","Yes",1992,NA,"Single","202","6","2.9702970297029702E-2","The total number includes the Speaker and the Attorney-General as ex officio members elected and appointed respectively by the Parliament and the Head of State."
"1820","Kenya","SUB-SAHARAN","Yes",1997,NA,"Single","202","6","2.9702970297029702E-2","210 elected directly, 12 appointed by the Head of State, 2 ex officio (Attorney General and the Speaker)."
"1821","Kenya","SUB-SAHARAN","Yes",2002,NA,"Single","224","16","7.1428571428571425E-2","215 elected directly, 12 appointed by the Head of State, 2 ex officio (Attorney General and the Speaker)."
"1822","Kenya","SUB-SAHARAN","Yes",2007,NA,"Single","224","21","9.375E-2","220 elected directly, 12 appointed by the Head of State, 2 ex officio (Attorney General and the Speaker)."
"1823","Kenya","SUB-SAHARAN","Yes",2013,NA,"Lower","224","22","9.8214285714285712E-2",NA
"1824","Kenya","SUB-SAHARAN","Yes",2013,NA,"Upper","68","18","0.26470588235294118","Elections to the previous Senate, abolished in 1966, were held in 1963, before the Inter-Parliamentary Union started to collect the electoral statistics. We therefore have no data on previous elections. March 2013 saw elections for the first bicameral parliament in Kenya since 1966, when the then House of Representatives and the Senate were merged into a National Assembly. The 2010 Constitution provided for an enlarged 350-member National Assembly (up from 224) and a 68-member Senate. 
"
"1825","Kenya","SUB-SAHARAN","Yes",2017,"July","Lower","349","76","0.2177650429799427",NA
"1826","Kenya","SUB-SAHARAN","Yes",2017,"July","Upper","68","21","0.30882352941176472",NA
"1827","Kiribati","PAC","Yes",1978,NA,"Single","36","0","0","The Assembly elected on 2 February 1978 became the first legislature of Kiribati after the country became independent on 12 July 1979."
"1828","Kiribati","PAC","Yes",1982,NA,"Single","37","0","0",NA
"1829","Kiribati","PAC","Yes",1983,NA,"Single","37","0","0",NA
"1830","Kiribati","PAC","Yes",1987,NA,"Single","41","0","0","A woman was elected on 25 July 1990 in a by-election:  2.4%."
"1831","Kiribati","PAC","Yes",1991,NA,"Single","41","0","0","A woman was elected on 13 February 1992 in a by-election:  2.4%."
"1832","Kiribati","PAC","Yes",1994,NA,"Single","41","0","0",NA
"1833","Kiribati","PAC","Yes",1998,NA,"Single","42","2","4.7619047619047616E-2",NA
"1834","Kiribati","PAC","Yes",2002,NA,"Single","42","2","4.7619047619047616E-2",NA
"1835","Kiribati","PAC","Yes",2003,NA,"Single","42","2","4.7619047619047616E-2",NA
"1836","Kiribati","PAC","Yes",2007,NA,"Single","46","2","4.3478260869565216E-2","44 members were directly elected, one member appointed, one was the attorney general who automatically has a mandate(if the latter is an MP, only there are only 45 members)."
"1837","Kiribati","PAC","Yes",2011,"October","Single","46","4","8.6956521739130432E-2",NA
"1838","Kiribati","PAC","Yes",2015,NA,"Single","46","3","6.5217391304347824E-2",NA
"1839","Kuwait","MENA","Yes",1962,NA,"Single","50","0","0","First legislature of Kuwait after the country became independent on 19 June 1961.  A 20-member Constituent Assembly had however been elected in December 1961."
"1840","Kuwait","MENA","Yes",1967,NA,"Single","50","0","0",NA
"1841","Kuwait","MENA","Yes",1971,NA,"Single","50","0","0",NA
"1842","Kuwait","MENA","Yes",1975,NA,"Single","50","0","0","The Assembly was suspended by a decree of the Emir on 29 August 1976."
"1843","Kuwait","MENA","Yes",1981,NA,"Single","50","0","0",NA
"1844","Kuwait","MENA","Yes",1985,NA,"Single","50","0","0","The Assembly was suspended by a decree of the Emir in July 1986."
"1845","Kuwait","MENA","Yes",1990,NA,"Single","50","0","0",NA
"1846","Kuwait","MENA","Yes",1992,NA,"Single","50","0","0",NA
"1847","Kuwait","MENA","Yes",1999,NA,"Single","42","2","4.7619047619047616E-2",NA
"1848","Kuwait","MENA","Yes",2003,NA,"Single","65","0","0",NA
"1849","Kuwait","MENA","Yes",2006,NA,"Single","65","1","1.5384615384615385E-2","No woman candidate was elected in the 2006 elections. One woman was appointed to the 16-member cabinet sworn in in July 2006. A new cabinet sworn in in March 2007 included two women. As cabinet ministers also sit in parliament, there are two women out of a total of 65 members. One female minister resigned in August 2007, bringing the number of women to one."
"1850","Kuwait","MENA","Yes",2008,NA,"Single","65","2","3.0769230769230771E-2","No woman candidate was elected in the 2008 elections. Two women were appointed to the 16-member cabinet in June 2008 and became MPs (50 members are elected and another 15 cabinet members become automatically MPs)"
"1851","Kuwait","MENA","Yes",2009,NA,"Single","65","5","7.6923076923076927E-2",NA
"1852","Kuwait","MENA","Yes",2012,"Febrruary","Single","65","0","0","A Constitutional Court decision in June 2012 triggered the second parliamentary elections in 2012. The Court invalidated two decrees issued by the Emir in December 2011, which had dissolved the legislature and called new elections for February 2012. Implementation of the Constitutional Court ruling of 19 June 2012."
"1853","Kuwait","MENA","Yes",2012,"June","Single","63","4","6.3492063492063489E-2",NA
"1854","Kuwait","MENA","Yes",2012,NA,"Single","63","4","6.3492063492063489E-2",NA
"1855","Kuwait","MENA","Yes",2013,NA,"Single","5","4","0.8",NA
"1856","Kuwait","MENA","Yes",2016,NA,"Single","65","1","1.5384615384615385E-2",NA
"1857","Kuwait","MENA","Yes",2016,"november","Single","50","1","0.02",NA
"1858","Kyrgyzstan","EUR","Yes",1990,NA,"Single","350","22","6.2857142857142861E-2","The Supreme Soviet of Kyrghyzstan became, under the name of Uluk Kenesh, the first legislature of Kyrghyzstan after the country became independent in September 1991. Kyrgh women were previously elected to the Supreme Soviet of the SSR of Kyrghyzstan and to the USSR ."
"1859","Kyrgyzstan","EUR","Yes",1995,NA,"Lower","105","5","4.7619047619047616E-2",NA
"1860","Kyrgyzstan","EUR","Yes",1995,NA,"Upper","60","6","0.1",NA
"1861","Kyrgyzstan","EUR","Yes",2000,NA,"Lower","43","1","2.3255813953488372E-2",NA
"1862","Kyrgyzstan","EUR","Yes",2005,NA,"Single","75","0","0","The nominal number of seats is 75, but there were 2 vacancies at the time. As of January 2006, 12 seats remain vacant. Two women nearly won seats but the results were annulled by the EMB."
"1863","Kyrgyzstan","EUR","Yes",2007,NA,"Single","90","23","0.25555555555555554",NA
"1864","Kyrgyzstan","EUR","Yes",2010,NA,"Single","120","28","0.23333333333333334",NA
"1865","Kyrgyzstan","EUR","Yes",2015,"october","Single","120","23","0.19166666666666668",NA
"1866","Lao People's Democratic Republic","ASIA","Yes",1955,NA,"Single","39","0","0","First legislature of the Kingdom of Laos after the country became independent in October 1953. Elections were held for 20 new seats in Parliament in May 1958 (in addition to the 39 elected in 1955), 1 woman got elected: 59/1w."
"1867","Lao People's Democratic Republic","ASIA","Yes",1960,NA,"Single","59","0","0",NA
"1868","Lao People's Democratic Republic","ASIA","Yes",1965,NA,"Single","59","0","0","The Assembly was dissolved by royal decree in October 1966."
"1869","Lao People's Democratic Republic","ASIA","Yes",1967,NA,"Single","59","0","0",NA
"1870","Lao People's Democratic Republic","ASIA","Yes",1972,NA,"Single","59","2","3.3898305084745763E-2","The Assembly was dissolved in December 1975 by the People's National Representative Congress, which abolished the monarchy and elected a 45-member People's Supreme Assembly."
"1871","Lao People's Democratic Republic","ASIA","Yes",1975,NA,"Single","45","4","8.8888888888888892E-2","The Assembly was dissolved in December 1975 by the People's National Representative Congress, which abolished the monarchy and elected a 45-member People's Supreme Assembly."
"1872","Lao People's Democratic Republic","ASIA","Yes",1989,NA,"Single","79","5","6.3291139240506333E-2",NA
"1873","Lao People's Democratic Republic","ASIA","Yes",1992,NA,"Single","85","8","9.4117647058823528E-2",NA
"1874","Lao People's Democratic Republic","ASIA","Yes",1997,NA,"Single","99","21","0.21212121212121213",NA
"1875","Lao People's Democratic Republic","ASIA","Yes",2002,NA,"Single","109","25","0.22935779816513763",NA
"1876","Lao People's Democratic Republic","ASIA","Yes",2006,NA,"Single","115","29","0.25217391304347825",NA
"1877","Lao People's Democratic Republic","ASIA","Yes",2011,"april","Single","132","33","0.25",NA
"1878","Lao People's Democratic Republic","ASIA","Yes",2016,NA,"Single","149","41","0.27516778523489932",NA
"1879","Latvia","EUR","Yes",1990,NA,"Single","201","9","4.4776119402985072E-2","The Supreme Council of the SSR of Latvia became the first legislature of Latvia after the restoration of the country's independence on 21 August 1991. Latvian women had previously been elected to the Soviet Supreme of the SSR of Latvia and to the USSR Parliament."
"1880","Latvia","EUR","Yes",1993,NA,"Single","100","15","0.15",NA
"1881","Latvia","EUR","Yes",1998,NA,"Single","100","17","0.17",NA
"1882","Latvia","EUR","Yes",2002,NA,"Single","100","18","0.18",NA
"1883","Latvia","EUR","Yes",2006,NA,"Single","100","19","0.19",NA
"1884","Latvia","EUR","Yes",2010,NA,"Single","100","19","0.19",NA
"1885","Latvia","EUR","Yes",2011,"september","Single","100","23","0.23","In accordance with Article 13 of the Constitution, the Saeima elected following early elections will serve a shorter term than the statutory four years. Its mandate shall expire upon the convening of the new Saeima on the first Tuesday in November three years after such elections. The term of the legislature elected in September 2011 will thus expire on 4 November 2014."
"1886","Latvia","EUR","Yes",2014,NA,"Single","100","19","0.19",NA
"1887","Latvia","EUR","Yes",2018,"October","Single","100","31","0.31","Woman Speaker re-elected. Number of women later decreased to 30 (Feb 2019)."
"1888","Lebanon","MENA","Yes",1947,NA,"Single","77","0","0","First legislature of Lebanon after the country became independent on 22 November 1943."
"1889","Lebanon","MENA","Yes",1953,NA,"Single","44","0","0",NA
"1890","Lebanon","MENA","Yes",1957,NA,"Single","66","0","0",NA
"1891","Lebanon","MENA","Yes",1960,NA,"Single","99","0","0",NA
"1892","Lebanon","MENA","Yes",1965,NA,"Single","99","0","0",NA
"1893","Lebanon","MENA","Yes",1968,NA,"Single","99","0","0",NA
"1894","Lebanon","MENA","Yes",1972,NA,"Single","99","0","0","The mandate of the National Assembly elected in 1972 was extended for the eighth time. In June 1991, in accordance with the National Reconciliation Agreement or the Taif Agreement of 1989, the Government appointed 40 more members in order to allow the representation of Christian and Muslim communities, thus bringing the total of the members of the Assembly to 108:  one woman was appointed to the Assembly, i.e  0.9%."
"1895","Lebanon","MENA","Yes",1992,NA,"Single","128","3","2.34375E-2",NA
"1896","Lebanon","MENA","Yes",1996,NA,"Single","128","3","2.34375E-2",NA
"1897","Lebanon","MENA","Yes",2000,NA,"Single","128","3","2.34375E-2",NA
"1898","Lebanon","MENA","Yes",2005,NA,"Single","128","6","4.6875E-2",NA
"1899","Lebanon","MENA","Yes",2009,NA,"Single","128","4","3.125E-2",NA
"1900","Lebanon","MENA","Yes",2018,"November","Single","128","6","4.7%",NA
"1901","Lesotho","SUB-SAHARAN","Yes",1965,NA,"Lower","60","0","0","The first legislature of Lesotho after the country became independent on 4 October 1966.  The results of the elections were annulled and Parliament suspended by the Prime Minister."
"1902","Lesotho","SUB-SAHARAN","Yes",1965,NA,"Upper","33","3","9.0909090909090912E-2","The first legislature of Lesotho after the country became independent on 4 October 1966.  The results of the elections were annulled and Parliament suspended by the Prime Minister."
"1903","Lesotho","SUB-SAHARAN","Yes",1973,NA,"Temporary Assembly","93","6","6.4516129032258063E-2","Interim Parliament, all members appointed"
"1904","Lesotho","SUB-SAHARAN","Yes",1985,NA,"Lower","80","0","0","Following the boycott of the elections by the opposition parties, the members of the BNP (party in power) were confirmed according to the Electoral Law. The Assembly was dissolved following a military coup d'Etat on 20 January 1986."
"1905","Lesotho","SUB-SAHARAN","Yes",1990,NA,"Single","109","8","7.3394495412844041E-2",NA
"1906","Lesotho","SUB-SAHARAN","Yes",1993,NA,"Lower","65","3","4.6153846153846156E-2","Parliament was dissolved on 17 August 1994 and reinstated on 14 September 1994"
"1907","Lesotho","SUB-SAHARAN","Yes",1993,NA,"Upper","33","8","0.24242424242424243","Parliament was dissolved on 17 August 1994 and reinstated on 14 September 1994"
"1908","Lesotho","SUB-SAHARAN","Yes",1998,NA,"Lower","80","3","3.7499999999999999E-2",NA
"1909","Lesotho","SUB-SAHARAN","Yes",1998,NA,"Upper","33","9","0.27272727272727271",NA
"1910","Lesotho","SUB-SAHARAN","Yes",2002,NA,"Lower","120","14","0.11666666666666667",NA
"1911","Lesotho","SUB-SAHARAN","Yes",2002,NA,"Upper","33","12","0.36363636363636365",NA
"1912","Lesotho","SUB-SAHARAN","Yes",2007,NA,"Lower","119","28","0.23529411764705882",NA
"1913","Lesotho","SUB-SAHARAN","Yes",2007,NA,"Upper","31","9","0.29032258064516131","The Senate is made up of 22 hereditary Principal Chiefs and 11 Senators nominated by the King on the advice of the Council of State."
"1914","Lesotho","SUB-SAHARAN","Yes",2012,"May","Lower","120","30","0.25",NA
"1915","Lesotho","SUB-SAHARAN","Yes",2012,"July","Upper","33","9","0.27272727272727271",NA
"1916","Lesotho","SUB-SAHARAN","Yes",2015,NA,"Lower","120","30","0.25",NA
"1917","Lesotho","SUB-SAHARAN","Yes",2015,"March","Upper","33","8","0.24242424242424243",NA
"1918","Lesotho","SUB-SAHARAN","Yes",2017,"June","Lower","122","27","0.22131147540983606",NA
"1919","Lesotho","SUB-SAHARAN","Yes",2017,"July","Upper","31","8","0.25806451612903225",NA
"1920","Liberia","SUB-SAHARAN","Yes",1971,NA,"Lower","52","?","?","Liberia became independent on 26 July 1847. It adopted a system of government very similar to the United States. It has had a Parliament for a long time, but information on its composition and functioning is missing."
"1921","Liberia","SUB-SAHARAN","Yes",1971,NA,"Upper","18","?","?","Liberia became independent on 26 July 1847. It adopted a system of government very similar to the United States. It has had a Parliament for a long time, but information on its composition and functioning is missing."
"1922","Liberia","SUB-SAHARAN","Yes",1975,NA,"Lower","71","?","?","The Parliament was dissolved following a military coup d'Etat in April 1980."
"1923","Liberia","SUB-SAHARAN","Yes",1975,NA,"Upper","18","?","?","The Parliament was dissolved following a military coup d'Etat in April 1980."
"1924","Liberia","SUB-SAHARAN","Yes",1985,NA,"Lower","64","?","?",NA
"1925","Liberia","SUB-SAHARAN","Yes",1985,NA,"Upper","26","?","?",NA
"1926","Liberia","SUB-SAHARAN","Yes",1991,NA,"Temporary Assembly","51","?","?","Interim legislative body established by a National Conference.  Its mandate was then extended and general elections were tentatively scheduled for November 1995."
"1927","Liberia","SUB-SAHARAN","Yes",1994,NA,"Temporary Assembly","35","2","5.7142857142857141E-2","The Transitional Legislative Assembly was established for six months by the National Conference."
"1928","Liberia","SUB-SAHARAN","Yes",1997,NA,"Lower","64","5","7.8125E-2",NA
"1929","Liberia","SUB-SAHARAN","Yes",1997,NA,"Upper","26","5","0.19230769230769232",NA
"1930","Liberia","SUB-SAHARAN","Yes",2003,NA,"Temporary Assembly","76","4","5.2631578947368418E-2","This was an interim parliament where all members were appointed."
"1931","Liberia","SUB-SAHARAN","Yes",2004,"January","Upper","26","5","0.19230769230769232",NA
"1932","Liberia","SUB-SAHARAN","Yes",2004,"April","Single","76","4","5.2631578947368418E-2",NA
"1933","Liberia","SUB-SAHARAN","Yes",2005,NA,"Lower","64","8","0.125",NA
"1934","Liberia","SUB-SAHARAN","Yes",2005,NA,"Upper","30","5","0.16666666666666666",NA
"1935","Liberia","SUB-SAHARAN","Yes",2011,"october","Lower","73","7","9.5890410958904104E-2",NA
"1936","Liberia","SUB-SAHARAN","Yes",2011,"october","Upper","30","4","0.13333333333333333",NA
"1937","Liberia","SUB-SAHARAN","Yes",2014,NA,"Upper","30","4","0.13333333333333333",NA
"1938","Liberia","SUB-SAHARAN","Yes",2017,"October","Lower","71","7","9.8591549295774641E-2",NA
"1939","Libya","MENA","Yes",2012,"July","Single","200","33","0.16500000000000001","Date of previous elections: 1 - 4 March 2009* 
*The dates of indirect elections to the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya. The previous direct elections had been held on 10 October 1964 to the House of Representatives of the Kingdom of Libya. 
"
"1940","Libya","MENA","Yes",2014,NA,"Single","188","30","0.15957446808510639",NA
"1941","Libyan Arab Jamahiriya","MENA","Yes",1952,NA,"Lower","55","0","0","First legislature of Libya after the country became independent on 24 December 1951."
"1942","Libyan Arab Jamahiriya","MENA","Yes",1952,NA,"Upper","24","0","0",NA
"1943","Libyan Arab Jamahiriya","MENA","Yes",1964,NA,"Lower","55","0","0","Elections were nullified in view of public protest against the ban on candidates from the opposition."
"1944","Libyan Arab Jamahiriya","MENA","Yes",1964,NA,"Upper","24","0","0","Elections were nullified in view of public protest against the ban on candidates from the opposition."
"1945","Libyan Arab Jamahiriya","MENA","Yes",1965,NA,"Lower","Not available","Not available","Not available","The Parliament of the Kingdom of Libya was dissolved following the Revolution in September 1969. The total number of seats at the time was 103, but this was not counted since information on the number of women is unavailable."
"1946","Libyan Arab Jamahiriya","MENA","Yes",1965,NA,"Upper","24","0","0","The Parliament of the Kingdom of Libya was dissolved following the Revolution in September 1969."
"1947","Libyan Arab Jamahiriya","MENA","Yes",1976,NA,"Single","Not available","Not available","Not available","The Congress convened in January 1976 was called the General National Congress of the Socialist Arab Union; it was renamed General People's Congress in November 1976. The total number of seats at the time was 112, but this was not counted since information on the number of women is unavailable."
"1948","Libyan Arab Jamahiriya","MENA","Yes",1990,NA,"Single","Not available","Not available","Not available","The total number of seats at the time was 750, but this was not counted since information on the number of women is unavailable."
"1949","Libyan Arab Jamahiriya","MENA","Yes",1994,NA,"Single","Not available","Not available","Not available","The total number of seats at the time was 750, but this was not counted since information on the number of women is unavailable."
"1950","Libyan Arab Jamahiriya","MENA","Yes",1997,NA,"Single","Not available","Not available","Not available","The total number of seats at the time was 760, but this was not counted since information on the number of women is unavailable."
"1951","Libyan Arab Jamahiriya","MENA","Yes",2003,NA,"Single","Not available","Not available","Not available",NA
"1952","Libyan Arab Jamahiriya","MENA","Yes",2006,NA,"Single","468","36","7.6923076923076927E-2",NA
"1953","Liechtenstein","EUR","Yes",1986,NA,"Single","15","1","6.6666666666666666E-2","First elections in which women could run as candidates.  The Parliament of Liechtenstein has operated without interruption since 24 November 1862."
"1954","Liechtenstein","EUR","Yes",1989,NA,"Single","25","1","0.04",NA
"1955","Liechtenstein","EUR","Yes",1993,NA,"Single","25","1","0.04",NA
"1956","Liechtenstein","EUR","Yes",1993,NA,"Single","25","2","0.08",NA
"1957","Liechtenstein","EUR","Yes",1997,NA,"Single","25","1","0.04",NA
"1958","Liechtenstein","EUR","Yes",2001,NA,"Single","25","3","0.12",NA
"1959","Liechtenstein","EUR","Yes",2005,NA,"Single","25","6","0.24",NA
"1960","Liechtenstein","EUR","Yes",2009,NA,"Single","25","6","0.24",NA
"1961","Liechtenstein","EUR","Yes",2013,NA,"Single","25","5","0.2",NA
"1962","Liechtenstein","EUR","Yes",2017,NA,"Single","25","3","0.12",NA
"1963","Lithuania","EUR","Yes",1990,NA,"Single","141","14","9.9290780141843976E-2","The Soviet Supreme of the SSR of Lithuania became the first legislature of Lithuania after the restoration of the country's independence on 6 September 1991. Lithuanian women had previously been elected to the Soviet Supreme of the SSR of Lithuania and to the USSR Parliament."
"1964","Lithuania","EUR","Yes",1992,NA,"Single","141","10","7.0921985815602842E-2",NA
"1965","Lithuania","EUR","Yes",1996,NA,"Single","137","25","0.18248175182481752","The nominal number of seats is 141, but there were 4 vacancies at the time."
"1966","Lithuania","EUR","Yes",2000,NA,"Single","141","15","0.10638297872340426",NA
"1967","Lithuania","EUR","Yes",2004,NA,"Single","141","29","0.20567375886524822",NA
"1968","Lithuania","EUR","Yes",2008,NA,"Single","141","25","0.1773049645390071",NA
"1969","Lithuania","EUR","Yes",2012,"october","Single","139","34","0.2446043165467626",NA
"1970","Lithuania","EUR","Yes",2016,NA,"Single","141","33","0.23404255319148937",NA
"1971","Lithuania","EUR","Yes",2016,"october","Single","141","30","0.21276595744680851",NA
"1972","Luxembourg","EUR","Yes",1945,NA,"Single","51","0","0",NA
"1973","Luxembourg","EUR","Yes",1948,NA,"Single","51","0","0",NA
"1974","Luxembourg","EUR","Yes",1951,NA,"Single","52","0","0",NA
"1975","Luxembourg","EUR","Yes",1954,NA,"Single","52","0","0",NA
"1976","Luxembourg","EUR","Yes",1959,NA,"Single","52","0","0",NA
"1977","Luxembourg","EUR","Yes",1964,NA,"Single","56","0","0","One woman was elected during a by-election on 25 October 1965:  1.8%."
"1978","Luxembourg","EUR","Yes",1968,NA,"Single","56","2","3.5714285714285712E-2",NA
"1979","Luxembourg","EUR","Yes",1974,NA,"Single","59","3","5.0847457627118647E-2",NA
"1980","Luxembourg","EUR","Yes",1979,NA,"Single","59","8","0.13559322033898305",NA
"1981","Luxembourg","EUR","Yes",1984,NA,"Single","60","7","0.11666666666666667",NA
"1982","Luxembourg","EUR","Yes",1989,NA,"Single","60","8","0.13333333333333333",NA
"1983","Luxembourg","EUR","Yes",1994,NA,"Single","60","12","0.2",NA
"1984","Luxembourg","EUR","Yes",1999,NA,"Single","60","10","0.16666666666666666",NA
"1985","Luxembourg","EUR","Yes",2004,NA,"Single","60","12","0.2",NA
"1986","Luxembourg","EUR","Yes",2009,NA,"Single","60","15","0.25",NA
"1987","Luxembourg","EUR","Yes",2013,"december","Single","60","17","0.28333333333333333",NA
"1988","Luxembourg","EUR","Yes",2018,"October","Single","60","12","0.2","After the formation of government (Dec 2018): 15 women out of 60 members."
"1989","Madagascar","SUB-SAHARAN","Yes",1960,NA,"Lower","107","0","0","First legislature of Madagascar after the country became independent on 26 June 1960."
"1990","Madagascar","SUB-SAHARAN","Yes",1960,NA,"Upper","54","0","0","First legislature of Madagascar after the country became independent on 26 June 1960."
"1991","Madagascar","SUB-SAHARAN","Yes",1965,NA,"Lower","107","1","9.3457943925233638E-3",NA
"1992","Madagascar","SUB-SAHARAN","Yes",1965,NA,"Upper","51","1","1.9607843137254902E-2",NA
"1993","Madagascar","SUB-SAHARAN","Yes",1970,NA,"Lower","104","6","5.7692307692307696E-2",NA
"1994","Madagascar","SUB-SAHARAN","Yes",1970,NA,"Upper","51","4","7.8431372549019607E-2","The Assembly was dissolved in 1972 and a People's National Council (a consultative body without legislative power) was set up on 21 October 1973."
"1995","Madagascar","SUB-SAHARAN","Yes",1977,NA,"Single","137","4","2.9197080291970802E-2",NA
"1996","Madagascar","SUB-SAHARAN","Yes",1983,NA,"Single","137","2","1.4598540145985401E-2",NA
"1997","Madagascar","SUB-SAHARAN","Yes",1989,NA,"Single","138","9","6.5217391304347824E-2","The Assembly was dissolved in February 1992."
"1998","Madagascar","SUB-SAHARAN","Yes",1993,NA,"Single","138","5","3.6231884057971016E-2",NA
"1999","Madagascar","SUB-SAHARAN","Yes",1998,NA,"Single","150","12","0.08",NA
"2000","Madagascar","SUB-SAHARAN","Yes",2001,NA,"Upper","90","10","0.1111111111111111",NA
"2001","Madagascar","SUB-SAHARAN","Yes",2002,NA,"Lower","160","6","3.7499999999999999E-2",NA
"2002","Madagascar","SUB-SAHARAN","Yes",2007,NA,"Lower","125","10","0.08",NA
"2003","Madagascar","SUB-SAHARAN","Yes",2008,"April -May","Upper","33","4","0.12121212121212122",NA
"2004","Madagascar","SUB-SAHARAN","Yes",2008,"April-October","Upper","33","5","0.15151515151515152","22 Members were indirectly elected, 11 Members were appointed by the Head of State"
"2005","Madagascar","SUB-SAHARAN","Yes",2010,NA,"Lower","256","32","0.125",NA
"2006","Madagascar","SUB-SAHARAN","Yes",2010,NA,"Upper","90","10","0.1111111111111111",NA
"2007","Madagascar","SUB-SAHARAN","Yes",2013,NA,"Lower","366","64","0.17486338797814208","The National Assembly, elected in December 2013, held its first session on 18 February 2014, thereby replacing the Transitional Congress (lower chamber of the transitional parliament). Upon installation of the Bureau of the newly elected National Assembly, the Higher Transitional Council (upper chamber of the transitional parliament) ceased to function. The first elections to the Senate took place in December 2015. The Senate was convened in February 2016."
"2008","Madagascar","SUB-SAHARAN","Yes",2015,NA,"Upper","63","12","0.19047619047619047",NA
"2009","Malawi","SUB-SAHARAN","Yes",1971,NA,"Single","60","4","6.6666666666666666E-2","The total number does not include members that the Head of State may appoint (limited number of 15 until 1983; unlimited number since then)."
"2010","Malawi","SUB-SAHARAN","Yes",1976,NA,"Single","87","6","6.8965517241379309E-2","The total number does not include members that the Head of State may appoint (limited number of 15 until 1983; unlimited number since then)."
"2011","Malawi","SUB-SAHARAN","Yes",1978,NA,"Single","87","8","9.1954022988505746E-2","The total number does not include members that the Head of State may appoint (limited number of 15 until 1983; unlimited number since then)."
"2012","Malawi","SUB-SAHARAN","Yes",1983,NA,"Single","101","5","4.9504950495049507E-2","The total number does not include members that the Head of State may appoint (limited number of 15 until 1983; unlimited number since then)."
"2013","Malawi","SUB-SAHARAN","Yes",1987,NA,"Single","112","11 10","?","The total number does not include members that the Head of State may appoint (limited number of 15 until 1983; unlimited number since then)."
